sku,name,price,short_description
CHPF01-S,"ProdigyGolfer Girls Junior Champ Collection Fuchsia Skort - Small",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF01-M,"ProdigyGolfer Girls Junior Champ Collection Fuchsia Skort - Medium",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF01-L,"ProdigyGolfer Girls Junior Champ Collection Fuchsia Skort - Large",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF01-XL,"ProdigyGolfer Girls Junior Champ Collection Fuchsia Skort - XLarge",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF02,"ProdigyGolfer Girls Junior Champ Collection Gray Skort",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF02-S,"ProdigyGolfer Girls Junior Champ Collection Gray Skort - Small",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF02-M,"ProdigyGolfer Girls Junior Champ Collection Gray Skort - Medium",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF02-L,"ProdigyGolfer Girls Junior Champ Collection Gray Skort - Large",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF02-XL,"ProdigyGolfer Girls Junior Champ Collection Gray Skort - XLarge",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF03,"ProdigyGolfer Girls Junior Champ Collection White Skort",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF03-S,"ProdigyGolfer Girls Junior Champ Collection White Skort - Small",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF03-M,"ProdigyGolfer Girls Junior Champ Collection White Skort - Medium",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF03-L,"ProdigyGolfer Girls Junior Champ Collection White Skort - Large",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF03-XL,"ProdigyGolfer Girls Junior Champ Collection White Skort - XLarge",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF04,"ProdigyGolfer Girls Junior Champ Collection Teal Skort",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF04-S,"ProdigyGolfer Girls Junior Champ Collection Teal Skort - Small",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF04-M,"ProdigyGolfer Girls Junior Champ Collection Teal Skort - Medium",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF04-L,"ProdigyGolfer Girls Junior Champ Collection Teal Skort - Large",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
CHPF04-XL,"ProdigyGolfer Girls Junior Champ Collection Teal Skort - XLarge",32.9900,"<p>Ultra soft, lightweight, breathable skort featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM01,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM01-XS,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt - XSmall",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM01-S,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt - Small",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM01-M,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt - Medium",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM01-L,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt - Large",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM01-XL,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt - XLarge",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM01-XXL,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt - XXLarge",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM02,"ProdigyGolfer Boys Pin Seeker Orange & Purple Polo Golf Shirt",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM02-XS,"ProdigyGolfer Boys Pin Seeker Orange & Purple Polo Golf Shirt - XSmall",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM02-S,"ProdigyGolfer Boys Pin Seeker Orange & Purple Polo Golf Shirt - Small",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM02-M,"ProdigyGolfer Boys Pin Seeker Orange & Purple Polo Golf Shirt - Medium",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM02-L,"ProdigyGolfer Boys Pin Seeker Orange & Purple Polo Golf Shirt - Large",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM02-XL,"ProdigyGolfer Boys Pin Seeker Orange & Purple Polo Golf Shirt - XLarge",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM02-XXL,"ProdigyGolfer Boys Pin Seeker Orange & Purple Polo Golf Shirt - XXLarge",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM03,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM03-XS,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - XSmall",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM03-S,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - Small",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM03-M,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - Medium",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM03-L,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - Large",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM03-XL,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - XLarge",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM03-XXL,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - XXLarge",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM04,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM04-XS,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt - XSmall",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM04-S,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt - Small",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM04-M,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt - Medium",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM04-L,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt - Large",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM04-XL,"ProdigyGolfer Boys Pin Seeker White Polo Golf Shirt - XLarge",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM05,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM05-XS,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - XSmall",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM05-S,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - Small",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM05-M,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - Medium",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM05-L,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - Large",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM05-XL,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - XLarge",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
PSKM05-XXL,"ProdigyGolfer Boys Pin Seeker Gray Polo Golf Shirt - XXLarge",34.9900,"<p>Ultra soft, lightweight, breathable shirt featuring our ProdigyGolfer branded logo. It is made with an advanced stain resistant, anti-microbial, moisture wicking material and features sun and color protection and a relaxed fit.</p>"
tlink,"TLink Golf GPS Watch",99.9900,"The TLink Golf GPS brings you a totally new way of getting consistent, accurate and instant distances to help you plot and track your way round the golf course."
tlink-black,"TLink Golf GPS Watch - Black",99.9900,"The TLink Golf GPS brings you a totally new way of getting consistent, accurate and instant distances to help you plot and track your way round the golf course."
tlink-white,"TLink Golf GPS Watch - White",99.9900,"The TLink Golf GPS brings you a totally new way of getting consistent, accurate and instant distances to help you plot and track your way round the golf course."
pp-blacksilverpants,"Par Plus Boys Golf Trousers Black w/Silver Logo",48.0000,"<p>Lightweight Fabric, Polyester/Spandex Stretch Function for a Comfortable Fit, Moisture Wicking Performance+ Fabric keeps you Dry and Comfortable, Quick Dry Fabric, Stylish 4 Pocket Design, Adjustable Internal Waist 90% Polyester 10% Spandex.</p>"
pp-blacksilverpants-s,"Par Plus Boys Golf Trousers Black w/Silver Logo - Small",48.0000,"<p>Lightweight Fabric, Polyester/Spandex Stretch Function for a Comfortable Fit, Moisture Wicking Performance+ Fabric keeps you Dry and Comfortable, Quick Dry Fabric, Stylish 4 Pocket Design, Adjustable Internal Waist 90% Polyester 10% Spandex.</p>"
pp-blacksilverpants-m,"Par Plus Boys Golf Trousers Black w/Silver Logo - Medium",48.0000,"<p>Lightweight Fabric, Polyester/Spandex Stretch Function for a Comfortable Fit, Moisture Wicking Performance+ Fabric keeps you Dry and Comfortable, Quick Dry Fabric, Stylish 4 Pocket Design, Adjustable Internal Waist 90% Polyester 10% Spandex.</p>"
pp-blacksilverpants-l,"Par Plus Boys Golf Trousers Black w/Silver Logo - Large",48.0000,"<p>Lightweight Fabric, Polyester/Spandex Stretch Function for a Comfortable Fit, Moisture Wicking Performance+ Fabric keeps you Dry and Comfortable, Quick Dry Fabric, Stylish 4 Pocket Design, Adjustable Internal Waist 90% Polyester 10% Spandex.</p>"
pp-blacksilverpants-xl,"Par Plus Boys Golf Trousers Black w/Silver Logo - X-Large",48.0000,"<p>Lightweight Fabric, Polyester/Spandex Stretch Function for a Comfortable Fit, Moisture Wicking Performance+ Fabric keeps you Dry and Comfortable, Quick Dry Fabric, Stylish 4 Pocket Design, Adjustable Internal Waist 90% Polyester 10% Spandex.</p>"
pp-blacksilverpants-xxl,"Par Plus Boys Golf Trousers Black w/Silver Logo - XX-Large",48.0000,"<p>Lightweight Fabric, Polyester/Spandex Stretch Function for a Comfortable Fit, Moisture Wicking Performance+ Fabric keeps you Dry and Comfortable, Quick Dry Fabric, Stylish 4 Pocket Design, Adjustable Internal Waist 90% Polyester 10% Spandex.</p>"
pp-golftrouserblue,"Par Plus Boys Golf Trousers Blue w/Silver Logo",48.0000,"<p>Lightweight Fabric, Polyester/Spandex Stretch Function for a Comfortable Fit, Moisture Wicking Performance+ Fabric keeps you Dry and Comfortable, Quick Dry Fabric, Stylish 4 Pocket Design, Adjustable Internal Waist 90% Polyester 10% Spandex.</p>"
pp-golftrouserblue-s,"Par Plus Boys Golf Trousers Blue w/Silver Logo - Small",48.0000,"<p>Lightweight Fabric, Polyester/Spandex Stretch Function for a Comfortable Fit, Moisture Wicking Performance+ Fabric keeps you Dry and Comfortable, Quick Dry Fabric, Stylish 4 Pocket Design, Adjustable Internal Waist 90% Polyester 10% Spandex.</p>"
pp-golftrouserblue-m,"Par Plus Boys Golf Trousers Blue w/Silver Logo - Medium",48.0000,"<p>Lightweight Fabric, Polyester/Spandex Stretch Function for a Comfortable Fit, Moisture Wicking Performance+ Fabric keeps you Dry and Comfortable, Quick Dry Fabric, Stylish 4 Pocket Design, Adjustable Internal Waist 90% Polyester 10% Spandex.</p>"
pp-golftrouserblue-l,"Par Plus Boys Golf Trousers Blue w/Silver Logo - Large",48.0000,"<p>Lightweight Fabric, Polyester/Spandex Stretch Function for a Comfortable Fit, Moisture Wicking Performance+ Fabric keeps you Dry and Comfortable, Quick Dry Fabric, Stylish 4 Pocket Design, Adjustable Internal Waist 90% Polyester 10% Spandex.</p>"
pp-golftrouserblue-xl,"Par Plus Boys Golf Trousers Blue w/Silver Logo - X-Large",48.0000,"<p>Lightweight Fabric, Polyester/Spandex Stretch Function for a Comfortable Fit, Moisture Wicking Performance+ Fabric keeps you Dry and Comfortable, Quick Dry Fabric, Stylish 4 Pocket Design, Adjustable Internal Waist 90% Polyester 10% Spandex.</p>"
pp-bluelightbluepolo,"Par Plus Boys Golf Polo Shirt Blue/Light Blue",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-bluelightbluepolo-s,"Par Plus Boys Golf Polo Shirt Blue/Light Blue - Small",30.0000,"<ul><li>Boys Performance  Polo</li>

<li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li>

<li>Stylish Logo on the back</li>

<li>4 Button front</li>

<li>UV & Antibacterial</li>

<li> Polyester 5% Spandex</li></ul>"
pp-bluelightbluepolo-m,"Par Plus Boys Golf Polo Shirt Blue/Light Blue - Medium",30.0000,"<ul><li>Boys Performance  Polo</li>

<li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li>

<li>Stylish Logo on the back</li>

<li>4 Button front</li>

<li>UV & Antibacterial</li>

<li> Polyester 5% Spandex</li></ul>"
pp-bluelightbluepolo-l,"Par Plus Boys Golf Polo Shirt Blue/Light Blue - Large",30.0000,"<ul><li>Boys Performance  Polo</li>

<li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li>

<li>Stylish Logo on the back</li>

<li>4 Button front</li>

<li>UV & Antibacterial</li>

<li> Polyester 5% Spandex</li></ul>"
pp-bluelightbluepolo-xl,"Par Plus Boys Golf Polo Shirt Blue/Light Blue - X-Large",30.0000,"<ul><li>Boys Performance  Polo</li>

<li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li>

<li>Stylish Logo on the back</li>

<li>4 Button front</li>

<li>UV & Antibacterial</li>

<li> Polyester 5% Spandex</li></ul>"
pp-bluelightbluepolo-xxl,"Par Plus Boys Golf Polo Shirt Blue/Light Blue - XX-Large",30.0000,"<ul><li>Boys Performance  Polo</li>

<li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li>

<li>Stylish Logo on the back</li>

<li>4 Button front</li>

<li>UV & Antibacterial</li>

<li> Polyester 5% Spandex</li></ul>"
pp-bluewhitepolo,"Par Plus Boys Golf Polo Shirt Blue/White",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-bluewhitepolo-s,"Par Plus Boys Golf Polo Shirt Blue/White - Small",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-bluewhitepolo-m,"Par Plus Boys Golf Polo Shirt Blue/White - Medium",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-bluewhitepolo-l,"Par Plus Boys Golf Polo Shirt Blue/White - Large",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-bluewhitepolo-xl,"Par Plus Boys Golf Polo Shirt Blue/White - X-Large",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-bluewhitepolo-xxl,"Par Plus Boys Golf Polo Shirt Blue/White - XX-Large",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-ornageblackpolo,"Par Plus Boys Golf Polo Shirt Orange/Black",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-ornageblackpolo-s,"Par Plus Boys Golf Polo Shirt Orange/Black - Small",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-ornageblackpolo-m,"Par Plus Boys Golf Polo Shirt Orange/Black - Medium",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-ornageblackpolo-l,"Par Plus Boys Golf Polo Shirt Orange/Black - Large",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-ornageblackpolo-xl,"Par Plus Boys Golf Polo Shirt Orange/Black - X-Large",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-ornageblackpolo-xxl,"Par Plus Boys Golf Polo Shirt Orange/Black - XX-Large",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-whiteblackpolo,"Par Plus Boys Golf Polo Shirt White/Black",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-whiteblackpolo-s,"Par Plus Boys Golf Polo Shirt White/Black - Small",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-whiteblackpolo-m,"Par Plus Boys Golf Polo Shirt White/Black - Medium",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-whiteblackpolo-l,"Par Plus Boys Golf Polo Shirt White/Black - Large",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-whiteblackpolo-xl,"Par Plus Boys Golf Polo Shirt White/Black - X-Large",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-whiteblackpolo-xxl,"Par Plus Boys Golf Polo Shirt White/Black - XX-Large",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
pp-yellowblackpolo,"Par Plus Boys Golf Polo Shirt Yellow/Black",30.0000,"<ul><li>Boys Performance  Polo</li><li>Performance + Moisture Wicking Fabric moves moisture away from your skin leaving you dry and comfortable</li><li>Stylish Logo on the back</li><li>4 Button front</li><li>UV & Antibacterial</li><li> Polyester 5% Spandex</li></ul>"
